Video Title,Video ID,User,Comment,Published,SentimentScore,PositiveWords,NegativeWords,AgreeableWords,NeutralRaceWords,WhiteSlurWords,BlackSlurWords,HispanicSlurWords,GeneralSlurs
Bill Cosby---Grandparents,Tt33zqib2qk,Bridal Tribe,This skit still cracks me up. I didn t recognize my mother when she became  a grandparent either...lol Bill Cosby   Grandparents   ,2014-01-25,0.25,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,TheBraunMachine2011,Classic     ,2013-11-09,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,MugiwaraSennin,I couldn t breath      ,2013-12-03,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,ninja31056,Bill Cosby...a legend...a comedy legend   ,2014-05-27,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Kristian Tufte,lol my father told me this exact thing... damn   ,2013-12-08,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,michael gryder,thank you Bill is still the king   ,2014-05-16,-0.125,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Christopher McBreen, ,2013-11-24,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Drfeelinu,Dad   I m Jesus Christ     ,2013-11-20,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Lucy rhoden,I love bill cosby   ,2014-04-10,0.5,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Alissa Kauffman,RotfL so damn funny   ,2013-11-27,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Bruce Ferguson,Bill Cosby classic   ,2013-08-04,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,David Spencer Jr, ,2013-06-23,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Miss Melony,Bill Cosby   Grandparents   ,2013-09-01,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Akwasi Anokye  Jr.,Comedy at it s finest    ,2013-06-16,0.375,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Tiwalola Akinfeleye,Lol       ,2014-01-20,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,amy mrowca,Love  love  love you Mr. Cosby           ,2014-01-24,0.5,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Bill Cosby,I used to say the darndest things.. with the goobin and the gobbin and the  coo coo cachoo    ,2014-01-26,-0.125,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Scott Johnson,I m not going to say he is the best or even my favorite standup. Simply  put  that Cosby can make it to the top without vulgarity  at a time when  that was 50  or more of most standup acts... Cosby really was a genius.   ,2013-11-12,0.375,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Henry Osborne, ,2013-11-30,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Sterling Kira Shallbetter, ,2013-10-22,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Lord Rubber band,Laugh out loud  XD   ,2014-02-12,-0.875,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Chantele Penn,What a difference a generation can make.   ,2013-05-17,0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,David Gross,heard on  Pandora    ,2014-03-15,0.125,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,gexwex,fuck he s funny,2013-01-30,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,auggiej1,i cant take your comment seriously XD,2013-03-29,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Nick C,you again... cunting cunt,2013-03-13,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Ja Ko,hahahahaha xd,2013-01-18,0,2,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Josh Borduin,Bill Cosby isn t dead you dumbshit. It s a hoax,2012-09-12,-0.75,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,jere3416,so old people just wanna get into heaven  eh ,2013-11-02,0.375,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,sagebates,Bill cosby is alive and full of jello,2012-09-26,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,MxTeddy Bear,hi hitler,2013-05-01,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Denisse Toledo,oh my god  my gut hurts       love me a little bill from time to time   ,2012-09-21,0.25,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,KdogPrime,I think a lot of people forget how funny Bill Cosby can be. ,2013-03-05,-0.125,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Orkhan Bayramov,Marvelous   ,2013-03-12,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,cavalierfan1995,DAY AND NIGHT NIGHT AND DAY WORK MY FINGERS TO THE BONE FOR WHAT  I  DONT......... SHUT UP     ,2013-01-08,-0.625,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Glen Q,Holy shit  about how our parents are nicer to there grand kids,2013-07-13,0.5,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Nia the Gulf Gypsy,No one relates the everyday stories of life and parenting as well as Cosby  does  His routines are timeless and just about everyone can relate to them.,2013-10-01,1.5,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,choco,Wow  unexpected Whose Line reference.,2013-08-02,0.125,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Greg Bergstedt,I finally realized the sayings that were used throughout my entire  childhood ,2013-04-13,-0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Afreddyman,Brian Regan is about as close as it gets,2012-12-05,-0.125,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Matttized,R.I.P Matt Damon,2012-11-03,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Samonuh,He says  dammit. ,2012-12-08,0.125,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,hirdy6,Excellent call but they are a rare breed.,2012-11-11,1.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Sydney Johnson,I m dying XD,2013-08-02,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,NinjaSushi2,Are you a wizard ,2012-08-24,0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,The1316killer,LOL ok then,2012-09-06,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,HLPDirector,RIP Bill Cosby  OP Here ,2012-09-11,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Amanda Sweet, That is not the same woman I grew up with  you are looking at an old  person whose trying to get into heaven now  funniest thing ever,2012-10-31,0.375,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Rosie Nolan,Doing this skit for school   ,2012-12-23,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,SafetySam,I m a huge Brian Regan fan but he will never be as big as Bill Cosby.  Especially at a time where Richard Pryor and George Carlin were at their  prime.,2012-11-18,-0.125,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,g001947,I wonder if Cosby date raped any girls before this show,2013-04-17,-0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Claire Stanfield,Not even funny....,2013-07-13,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,BH the Uncivilised FGA,You re looking at an old woman  trying to get in to Heaven.   Brilliant.,2013-02-22,0.875,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,DThunderBird,HAHAHAHHAHAHAHAHHAHA IM JESUS CHRIST,2012-08-23,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Jefffafa334,Zip zop zoobidy bop ,2013-02-02,0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Lord Sharfique,me to.. LOL,2012-11-12,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,wiener doggin,R.I.P Bill Cosby ,2012-08-28,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,WTFOMGHAXBBQ,You didn t need to be a jew to get killed by ol  Adolf. He disliked  homosexuals and black people to  bro.,2013-04-24,-0.25,0,0,0,1,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Tyson Jones,Swear I ve heard seen this stuff in The Cosby Show...,2013-05-13,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Hamitic Bloodline,yeah...he uses very clean humour...PFF  LMAO i still love ck though,2012-11-24,2,2,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Darth Revan, I would give him a hug... and tell him he s awesome.,2013-04-19,0.625,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Debbie Mock,Always what you expect from Bill Cosby  wonderful  clean  amazing humor   love this man ,2013-09-08,1,2,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Dalton Barnes,HE ISNT DEAD,2012-09-18,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,mrlego611,Jerry Seinfeld ,2012-11-10,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,tyler durden,Legend,2013-06-24,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,ChillinwithJGillin,this is like verbatim from his show,2012-09-06,-0.375,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,12x12survivor1,Mr. rogers has your sweater. I just wanted to ask if you want it back. Do  you want your sweater back Bill Cosby ,2012-11-30,-0.75,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,kye harrison,Classic comedy that doesn t involve vulgar humor,2013-08-31,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Tom Pappas, first you say it  then you do it ,2013-03-27,0.125,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Rayan Al-Ballaa,Fantastic comedian  ,2012-08-06,0.375,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Kai McDizzle,Mother   I AM JUST SICK   Bill Cosby   And tired  Troll Face   LOL XD,2012-08-15,-0.125,2,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,afistwithakiss,its a good thing everyone cares about your opinion   D,2012-08-22,0.75,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,newb4714,How ironic is it that he is sitting down.,2012-07-21,0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,imblessedso,It isn t amazing that it remains relatable 30 years later  there are plenty  of writers that are relatable 400 years later. Human beings are basically  the same. The reason people talk about the absence of profanity is because  any ding dong can swear  be dirty and get a laugh. It takes real talent to  do this however..,2012-08-18,1.375,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Marconis4,Right  because everyone that listens to watches Carlin and laughs is the   lowest common denominator . Sometimes  adding a curse makes a statement  much more powerful and or funny. It s quite irritating when some people  think they are above all just because they never cuss. Like you said  words  are only words.,2012-08-15,0.375,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Ali Qualls,5 58 HAHAHHAHAHA,2012-08-14,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,gambitvoleur, Any ding dong can swear and get a laugh.  Would you mind demonstrating   And who are your favorite comedians from 400 years ago  Besides  Shakespeare  ,2012-08-18,0.625,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,evanh311,genius    ,2012-07-27,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,planeturrectum,I am crying miss you bill,2012-09-11,-0.125,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,snapper1495,ROFL   ,2012-09-13,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,thesk13ater,stand up  more like sit down  anybody  no. ok.,2013-07-23,-0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,naughtybeast96,The best comedian who could make people laugh without cussing. ,2013-06-13,0.75,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,John Doe,wow you should be a comedian since thats a pretty funny joke,2012-11-27,-0.25,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,INSANITYxKNIGHT,Omg my names jesus christ,2012-09-19,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Miles McHale,Brian Regan,2012-11-14,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,andrewkimpton,Good for you hipster kid...,2013-03-05,0.75,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,TheGreggiraldo,from Philadelphia  Pennsylvania  Bill Cosby,2012-12-01,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,darkhaxx0r,Good night  sweet black prince. RIP Bill Cosby he was a great man,2012-09-11,0.375,0,0,0,1,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Anne Kennison,Goddamnit get in here but dad I m Jesus Christ,2012-08-14,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,ReTweetrix,Me too. He s a  Class Act  all the way. And there are very few left that  are like him.,2012-10-19,0.5,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,TheMultiGamerz123,But Dad im jesus Christ xDDD,2012-10-24,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Fred Williams,Such good clean humor    ,2012-08-29,1.375,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,itzpacmanx9,Technically  this is a stand up comedy because he got out the chair near  the end and he had to stand up to get out the chair. If he would have been  standing up the whole time then it would have been called  standing up  comedy  because hes already standing up.,2012-07-31,-0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Melissa Ok,LMAOOOO,2013-04-09,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,betsyblueangel,are you serious  You ve never heard the expression....walked up hill both  ways ,2012-06-22,0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,betsyblueangel,parents  I m 57  so talking about parents of my generation  use to over do  with the... when I was your age...  making us think they had it so hard   which they did compared to us ....We d complain about having to ride the  bus to school  and to make it sound like they had it harder  would say   when I was your age  I had to walk to school  in the snow  up hill  both  ways.  just an exaduration...,2012-06-23,-1.125,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Josh James,But I like how he never laughed at his own jokes,2012-06-23,-0.75,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,WarriorCatsRockin4U,COME HERE Dammit,2012-06-30,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,fireballpip,ANSWER ME             That s my Dad   lmao,2012-06-13,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Saddam Hussein,nope never seemed to have care to explain it ,2012-06-23,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Sean MacCooley,good to have some clean humour,2012-06-07,1.375,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,OrgXIII4U,There is one I know of. His name is Brian Regan  you should look him up.,2012-10-05,-0.5,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Nancy Duncan,Yes I think Bill Cosby is the best comedy person I ve ever loved. I read a  few books about him. I had one CD called Wonderless. I got to wanting more  of his tapes. I got two more today.,2013-03-10,0.375,1,0,1,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,blink7777777,fucking deadly. ehhhhhhhhh,2013-04-12,-0.75,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Professorlotto,A good comedian never laughs at his own jokes   ,2012-07-14,0.875,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,ROCKaholic,93 people obviously have never seen stand up outside of Dane Cook  nor  understood what true comedy is. ,2013-02-07,0.375,1,0,1,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,btstv,say   I m happy to meet you.  or something ,2012-12-28,1.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,vedimido,Well  he was The Master    But it s so so sad to see him so drunk  ,2012-12-05,-0.875,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Nya Parker,the dirty room joke took me back to my childhood. aahahha ,2013-03-23,0.375,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Tindel10,Seinfeld,2012-11-23,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Knextlegend,I can t help but think about Eddie Murphy s impression of Bill Cosby in  Raw...Spot on ,2012-12-13,-0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,adam west,My dad never had an elephant. It was always a frog. My mother says the  whole that s not the same woman speal too lol,2013-07-05,-0.25,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,MrConstantin1er,Loool,2013-11-06,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,iTsLiZ91,Omfg i am crying Lmfao   ,2012-08-04,-0.125,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,kaijufan1998,Shut up  ,2013-07-09,-0.375,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Iwatchvideosattimes,This is where Curtis Payne got his story from about walking barefooted   ,2013-10-05,0.375,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Cody Millard, TheJoshua12104 he s not really dead  that was a huge joke,2012-08-29,-0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Austin Lane,you do know he s not dead right ,2012-09-13,-0.75,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Jake Gray,To and from school,2012-07-03,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,TokyoBrando, there s an elephant under dads chair    did you see it    no  but it  lifted dad up by about 2 feet  LOL,2012-05-10,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Joebonekey,I ve never cried laughing in my life till now. Where have I been all these  years     Best stand up ever.,2012-05-23,-0.125,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Imp3rf3ctAng3lXOXO,i think i havent laughed this hard in forever. i love watching bill cosby,2012-05-31,-0.875,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,SwissAdelina,And now I know where my Dad got his lines from  Uphill both ways in the  snow  yep. I heard it all as a little kid.  D ,2012-05-14,-0.5,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Ndabenhle Ngubane,Is this  stand up  or  sit down  comedy ,2012-05-21,-0.125,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,hagopovski,priceless  D  ,2012-04-28,0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,keyman 2013,lol he said that in the Cosby Show,2012-04-22,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Kyle Lafaille,74 people are named Jesus Christ or Dammit.,2012-04-29,0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Patrick Hanna,I laughed so hard I got a sore throat ,2012-10-13,-1.875,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,MrFgmaniac,It s a joke  didn t actually happen. ,2012-07-01,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,MrJSwitzer,John Mulaney. ,2012-12-03,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,305pride,hes not standing up at all  ,2012-06-12,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,tommyt1971,Everyone always tells me my dad was a great  friendly guy  which was true.  I always say that growing up with him was QUITE different   XD,2013-06-18,0.25,2,0,1,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Omar Usman,This man is amazing,2013-08-03,0.375,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Kevin Ganey,Brian Regan is like him.,2012-11-01,-0.375,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Social3y3s,not true at all thats called truth and passion fool ,2012-07-22,2,1,0,1,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,rmmontes3493,I Love it ,2013-09-01,0.5,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,HundredYard,I agree that the lack of swear words is not the impressive part of this  act  but as a person who knows and respects the fact that some people  dislike swearing  there s no need to insult them. That said  I laughed  moderately hard at your   sanctimonious asshole   description.,2012-08-21,-1.875,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Timothy Roy,Why do people think he is dead  He is alive and well.,2012-09-16,0.625,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,freehugs371995,Oh my gosh I m literaly rolling on the floor  My brother had to come check  on me. SO funny  ,2012-06-01,0.125,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,TheBurrellw,He isn t dead idiot.,2012-08-30,-0.875,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,George Curley,Tell Bill he can suck MY DICK ,2012-11-30,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,xanderlane,Yeah  that s the sad thing. Everything must come to an end. And  yeah  CoD  is kinda bad. That s why I stick with Team Fortress 2.,2012-12-04,-1.125,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,LadyTimaluvsmusik,so funny i cudnt catch my breath ,2012-09-03,-0.25,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Jesse Tiko, electricguru You ma m  are an attention whore.,2012-06-05,0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Maddy Rivera,whether u hit the truck or not ur going to have SOILED UNDERWEAR    XD,2012-03-08,-0.5,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Firestryke2,Imgur brought me here... hoe about you ,2012-03-28,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,jharmo2,U just can t hate Bill Cosby. He s too awesome,2012-04-04,0.75,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,SuperImmunologist,now i see where the cosby show comes from,2012-02-19,-0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Gary Atlass,Looks more like sit down comedy to me...,2012-03-27,-0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Rain Light,Damnit will you get in here   hahah cracked me up,2012-04-19,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Charlene Davis,Too Funny                                  ,2012-04-13,-0.25,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Maddy Rivera,lol my dad told me that he used to walk to school in 6ft of snow  everyday.... he grew up in Brownsville  TX...    ,2012-03-08,0.125,1,0,0,1,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,maria.d,makes me laugh everytime.,2012-03-21,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Best Reviews,really not that funny.....,2012-04-18,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,uome20bukz,Want a cookie  By the way  when you ask a question you end it with a  question mark. Not a period.,2012-04-07,-0.375,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Hem3fiction,LMAO  this is the best piece of stand up comedy i have ever seen. And  amazing how clean the jokes are.,2012-02-20,1.625,2,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Grave mind, ManusaTheSmartOne That  that was horrible. Do better next time.,2012-03-27,-0.75,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,maggie bridget,My dad taped this when it was first aired on HBO. It had to have been  around 30 years ago. I still watch it. And  I laugh just as hard each time.  I wish there were more comedians like this  today. Cosby never picked on  anyone. That s what most so called comedians do today. Today s comedians  pick on people. They are bullies. Jim Gaffigan is the only one who comes  close tio being a real comedian. I will watch this again and again. I will  laugh every time. ,2013-04-07,-0.875,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Jung Eun Kim,I think so too,2013-03-15,-0.5,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,goodalle1987,You ve missed the entire point. ,2013-01-22,-0.625,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,classicblue,I used to have this on vhs  Watched it all the time ,2013-02-10,-0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,LCnorlak,There could be comedians who could do this but would the audience of today  find it humorous ,2012-11-22,0.125,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,DavidIsTheDude,WHEN I ASK YOU A QUESTION  YOU KEEP YOUR TRAP SHUT  YOU THINK I M TALKING  TO HEAR MYSELF TALK   ANSWER ME   ,2012-09-23,-0.75,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Dan Cosme,Schwarz Vorherrschaft herrschen wird siegreich  schrauben Sie die wei  en  degeneriert.,2013-04-26,-0.25,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,Matttized,Daniel Tosh,2012-11-24,0,0,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,jenn thekiller,Oh my god XD,2013-08-30,0,1,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,FlyingAce1016,HAHA my dad said it was uphill to his school both ways XD,2013-01-30,-0.125,2,0,0,0,0,0,0,0
Bill Cosby---Grandparents,Tt33zqib2qk,xanderlane,He s not that funny anymore. He was really good around 100k   500k subs.,2012-12-03,0.75,1,0,0,0,0,0,0,0
